"","Player","Server","Stroke.Type","Opp.Stroke.Type","Ball.hit.to.lag4","Ball.hit.to.lag3","Ball.hit.to.lag2","Ball.lands","Ball.hit.from","Ball.hit.to","In.out","id","rally_num"
"952","F","1","BS","BT","Z5","Z5","Z5","Z5","Z5","Z5","Wide",1641,305
"953","F","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",1644,306
"954","DP","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z5","In",1645,306
"955","F","1","BS","FT","Z3","Z3","Z2","Z5","Z5","Z5","In",1646,306
"956","DP","0","BT","BS","Z3","Z2","Z5","Z5","Z5","Z5","In",1647,306
"957","F","1","BS","BT","Z2","Z5","Z5","Z5","Z5","Z5","In",1648,306
"958","DP","0","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",1649,306
"959","F","1","BS","BT","Z5","Z5","Z5","Z4","Z4","Z3","In",1650,306
"960","DP","0","FT","BS","Z5","Z5","Z4","Z3","Z3","Z2","In",1651,306
"961","F","1","FT","FT","Z5","Z4","Z3","Z2","Z2","Z2","In",1652,306
"962","DP","0","FT","FT","Z4","Z3","Z2","Z2","Z2","Z2","In",1653,306
"963","F","1","FL","FT","Z3","Z2","Z2","Z2","Z2","Z3","In",1654,306
"964","DP","0","FT","FL","Z2","Z2","Z2","Z3","Z3","Z4","In",1655,306
"965","F","1","BT","FT","Z2","Z2","Z3","Z4","Z4","Z4","In",1656,306
"966","DP","0","BT","BT","Z2","Z3","Z4","Z4","Z4","Z4","In",1657,306
"967","F","1","FT","BT","Z3","Z4","Z4","Z4","Z5","Z2","In",1658,306
"968","DP","0","FT","FT","Z4","Z4","Z4","Z2","Z2","Z2","Wide",1659,306
"969","F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",1666,309
"970","DP","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z2","In",1667,309
"971","F","1","FT","FT","Z4","Z4","Z3","Z2","Z2","Z2","In",1668,309
"972","DP","0","FT","FT","Z4","Z3","Z2","Z2","Z2","Z5","In",1669,309
"973","F","1","BS","BT",NA,NA,"Z5","Z5","Z5","Z3","In",1672,310
"974","DP","0","FT","BS",NA,"Z5","Z5","Z3","Z3","Z2","In",1673,310
"975","F","1","FS","FT","Z5","Z5","Z3","Z2","Z2","Z2","In",1674,310
"976","DP","0","FT","FS","Z5","Z3","Z2","Z2","Z2","Z5","In",1675,310
"977","F","1","BS","FT","Z3","Z2","Z2","Z5","Z5","Z4","Long",1676,310
